Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2024-10-16 16:25:49.305 +0530,"Success",0:00:00,0,0,0,"20241016_162549.305/LogFile.txt","","",1
2024-10-16 16:26:07.602 +0530,"Success",0:00:00,0,0,0,"20241016_162607.602/LogFile.txt","","",1
